ID,Color ID,Colors
826,"[(39, 41, 19), (32, 37, 13), (45, 46, 26), (161, 49, 6), (167, 57, 15), (136, 52, 10), (63, 61, 39), (61, 32, 12), (130, 4, 2), (136, 116, 97)]","['saddlebrown', 'saddlebrown', 'saddlebrown', 'maroon']"
827,"[(40, 43, 22), (34, 39, 20), (29, 36, 11), (37, 41, 13), (45, 48, 28), (56, 58, 37), (185, 200, 154), (81, 81, 58), (156, 190, 124), (123, 151, 88)]",['Small/Transparent']
828,"[(40, 43, 23), (33, 38, 19), (29, 36, 11), (38, 42, 15), (46, 48, 28), (57, 59, 37), (187, 204, 155), (165, 190, 121), (81, 81, 55), (135, 155, 83)]",['darkkhaki']
829,"[(44, 46, 26), (36, 40, 22), (30, 37, 13), (39, 42, 15), (189, 202, 159), (54, 57, 36), (173, 188, 144), (78, 79, 55), (133, 161, 105), (89, 170, 39)]",['olivedrab']
830,"[(36, 40, 18), (41, 44, 24), (30, 37, 12), (47, 50, 31), (113, 192, 190), (55, 64, 46), (134, 176, 155), (120, 137, 121), (82, 92, 78), (47, 163, 142)]","['mediumaquamarine', 'lightseagreen']"
831,"[(37, 41, 18), (42, 45, 25), (30, 37, 12), (49, 52, 32), (60, 63, 43), (115, 124, 95), (203, 221, 172), (97, 108, 79), (141, 148, 114), (175, 182, 139)]",['Small/Transparent']
832,"[(33, 39, 19), (41, 44, 20), (36, 40, 13), (28, 36, 12), (46, 48, 28), (39, 42, 27), (51, 71, 64), (55, 58, 38), (71, 94, 80), (118, 131, 105)]",['Small/Transparent']
833,"[(34, 39, 21), (41, 44, 20), (36, 40, 13), (42, 45, 28), (29, 36, 12), (50, 53, 32), (45, 67, 70), (67, 68, 47), (70, 94, 86), (116, 138, 114)]",['Small/Transparent']
834,"[(43, 46, 26), (39, 42, 16), (35, 39, 22), (30, 37, 12), (39, 60, 65), (34, 45, 39), (55, 57, 37), (36, 75, 93), (66, 89, 85), (125, 132, 116)]",['Small/Transparent']
835,"[(36, 40, 18), (30, 37, 12), (43, 45, 24), (39, 57, 63), (38, 44, 33), (52, 55, 35), (55, 75, 75), (75, 97, 93), (32, 72, 95), (124, 144, 125)]",['Small/Transparent']
836,"[(37, 41, 19), (42, 45, 25), (31, 37, 13), (50, 53, 34), (198, 221, 178), (68, 70, 49), (166, 198, 165), (152, 156, 126), (106, 116, 92), (76, 156, 166)]",['cadetblue']
837,"[(36, 40, 18), (41, 44, 23), (30, 37, 12), (46, 49, 30), (56, 60, 40), (107, 125, 103), (78, 88, 67), (126, 140, 113), (94, 109, 87), (199, 226, 180)]",['lightgray']
838,"[(33, 38, 14), (42, 44, 23), (223, 238, 193), (214, 230, 186), (54, 54, 33), (221, 205, 163), (211, 177, 135), (110, 102, 78), (189, 147, 104), (204, 88, 30)]","['darkkhaki', 'chocolate']"
839,"[(41, 44, 24), (34, 39, 20), (29, 37, 11), (39, 42, 15), (47, 49, 29), (222, 237, 190), (63, 62, 40), (209, 225, 177), (112, 105, 81), (164, 161, 123)]",['rosybrown']
840,"[(38, 41, 19), (31, 37, 13), (45, 46, 26), (167, 55, 14), (156, 50, 9), (58, 58, 36), (60, 30, 10), (164, 77, 42), (130, 4, 2), (114, 96, 73)]","['brown', 'saddlebrown', 'sienna', 'maroon']"
841,"[(39, 42, 19), (32, 38, 13), (45, 47, 25), (244, 217, 1), (224, 202, 4), (78, 66, 7), (58, 58, 34), (174, 140, 4), (170, 193, 5), (115, 111, 91)]","['gold', 'gold', 'darkgoldenrod', 'yellowgreen']"
842,"[(31, 37, 13), (35, 40, 22), (44, 47, 28), (40, 43, 18), (118, 198, 196), (53, 60, 42), (118, 133, 116), (134, 177, 155), (79, 90, 73), (73, 170, 153)]","['mediumaquamarine', 'cadetblue']"
843,"[(39, 42, 20), (32, 37, 13), (46, 47, 27), (195, 48, 3), (60, 31, 11), (68, 66, 43), (142, 6, 2), (151, 66, 14), (216, 223, 181), (152, 149, 113)]","['firebrick', 'darkred', 'saddlebrown']"
844,"[(39, 42, 20), (31, 37, 13), (48, 51, 30), (233, 245, 195), (64, 66, 45), (212, 231, 185), (166, 169, 127), (137, 142, 111), (172, 193, 167), (52, 84, 151)]","['lightgoldenrodyellow', 'darkkhaki', 'darkslateblue']"
845,"[(43, 45, 25), (33, 39, 15), (52, 55, 36), (231, 245, 194), (67, 71, 49), (209, 229, 185), (162, 170, 132), (133, 147, 122), (181, 192, 154), (49, 74, 147)]","['lightgoldenrodyellow', 'lightgray', 'darkslateblue']"
846,"[(40, 43, 22), (32, 38, 14), (48, 50, 30), (66, 68, 46), (224, 240, 191), (172, 175, 132), (141, 144, 110), (195, 220, 178), (50, 76, 150), (141, 178, 167)]","['darkkhaki', 'darkslateblue']"
847,"[(36, 40, 18), (45, 47, 27), (230, 244, 194), (218, 235, 187), (59, 61, 41), (207, 229, 167), (187, 215, 136), (157, 159, 126), (163, 213, 67), (116, 116, 91)]","['lightgoldenrodyellow', 'yellowgreen']"
848,"[(235, 248, 197), (44, 46, 26), (34, 40, 16), (223, 239, 188), (58, 59, 39), (200, 229, 152), (176, 219, 107), (147, 209, 32), (158, 156, 125), (110, 107, 83)]","['lightgoldenrodyellow', 'khaki', 'darkkhaki', 'yellowgreen', 'rosybrown']"
849,"[(42, 45, 25), (35, 39, 21), (30, 37, 12), (39, 42, 15), (50, 52, 32), (67, 68, 46), (214, 236, 181), (148, 151, 121), (183, 190, 147), (104, 104, 80)]",['Small/Transparent']
850,"[(40, 43, 22), (33, 38, 14), (48, 51, 30), (212, 224, 176), (199, 214, 169), (186, 204, 159), (71, 72, 50), (163, 171, 132), (163, 201, 95), (125, 123, 97)]",['darkkhaki']
851,"[(42, 45, 25), (34, 39, 20), (30, 37, 12), (39, 42, 16), (51, 53, 32), (209, 224, 171), (74, 74, 51), (179, 204, 131), (151, 198, 53), (133, 132, 105)]","['darkkhaki', 'yellowgreen']"
852,"[(39, 42, 23), (33, 38, 19), (29, 36, 11), (38, 42, 14), (45, 47, 27), (53, 56, 34), (212, 226, 175), (75, 75, 52), (178, 202, 132), (133, 135, 101)]",['darkkhaki']
853,"[(40, 43, 23), (33, 38, 19), (29, 36, 11), (38, 42, 15), (45, 48, 28), (55, 57, 36), (214, 226, 176), (78, 77, 55), (175, 189, 143), (130, 129, 102)]",['Small/Transparent']
854,"[(40, 43, 23), (33, 38, 19), (38, 42, 15), (29, 36, 11), (45, 48, 28), (55, 57, 36), (213, 226, 176), (78, 77, 55), (175, 198, 129), (130, 131, 101)]",['darkkhaki']
855,"[(42, 45, 24), (35, 39, 20), (29, 36, 12), (38, 42, 14), (49, 52, 31), (235, 249, 194), (72, 72, 50), (195, 223, 146), (137, 136, 108), (153, 211, 42)]","['lightgoldenrodyellow', 'khaki', 'yellowgreen']"
856,"[(40, 43, 22), (33, 38, 19), (37, 41, 14), (29, 36, 11), (45, 48, 28), (55, 57, 36), (118, 123, 100), (77, 81, 67), (232, 249, 193), (172, 196, 151)]",['lightgoldenrodyellow']
857,"[(43, 46, 25), (34, 39, 16), (53, 56, 35), (69, 71, 48), (221, 235, 187), (154, 158, 121), (175, 177, 134), (195, 218, 175), (126, 130, 101), (46, 75, 142)]","['darkkhaki', 'darkslateblue']"
858,"[(42, 45, 25), (35, 39, 21), (30, 37, 12), (39, 43, 16), (51, 53, 33), (107, 109, 86), (236, 245, 187), (71, 72, 50), (193, 219, 156), (148, 152, 114)]",['Small/Transparent']
859,"[(43, 46, 25), (34, 39, 20), (30, 37, 11), (39, 42, 16), (50, 53, 33), (63, 66, 46), (159, 165, 126), (143, 148, 114), (183, 201, 158), (97, 95, 72)]",['Small/Transparent']
860,"[(39, 42, 23), (33, 38, 18), (44, 47, 26), (39, 42, 14), (29, 36, 11), (53, 55, 33), (75, 74, 53), (178, 167, 140), (115, 10, 8), (127, 125, 101)]","['rosybrown', 'maroon']"
861,"[(40, 43, 20), (34, 39, 21), (35, 40, 13), (43, 45, 27), (28, 36, 12), (52, 54, 32), (73, 74, 53), (181, 215, 182), (27, 35, 89), (122, 128, 113)]",['midnightblue']
862,"[(41, 43, 20), (35, 40, 14), (34, 39, 22), (43, 46, 27), (28, 36, 12), (52, 55, 33), (39, 49, 122), (25, 35, 53), (73, 76, 56), (122, 129, 110)]",['midnightblue']
863,"[(41, 44, 24), (34, 39, 20), (30, 37, 12), (39, 42, 15), (48, 50, 30), (62, 63, 42), (215, 239, 184), (139, 140, 111), (175, 183, 141), (95, 97, 73)]",['Small/Transparent']
864,"[(42, 44, 24), (34, 39, 20), (30, 37, 12), (39, 42, 15), (49, 51, 31), (65, 66, 45), (220, 240, 184), (145, 144, 114), (180, 190, 144), (103, 103, 79)]",['Small/Transparent']
865,"[(40, 43, 21), (45, 48, 28), (32, 38, 15), (54, 57, 36), (143, 153, 122), (67, 70, 48), (210, 224, 178), (163, 171, 134), (190, 202, 158), (129, 136, 107)]",['Small/Transparent']
866,"[(39, 43, 21), (46, 48, 28), (32, 38, 14), (54, 57, 37), (64, 67, 47), (152, 159, 125), (137, 143, 112), (113, 118, 91), (209, 231, 185), (178, 200, 161)]",['Small/Transparent']
867,"[(243, 253, 203), (37, 41, 19), (228, 242, 194), (46, 48, 29), (210, 228, 185), (63, 64, 45), (168, 193, 175), (50, 77, 156), (135, 136, 109), (109, 153, 170)]","['lightgoldenrodyellow', 'lightgray', 'darkslateblue', 'cadetblue']"
868,"[(43, 45, 23), (37, 41, 16), (30, 37, 12), (34, 40, 23), (41, 47, 33), (61, 83, 78), (54, 56, 35), (49, 67, 63), (75, 99, 88), (136, 133, 114)]",['Small/Transparent']
869,"[(35, 40, 20), (42, 44, 21), (31, 37, 12), (42, 46, 30), (54, 56, 35), (47, 65, 61), (59, 82, 77), (41, 67, 78), (76, 99, 90), (136, 136, 115)]",['Small/Transparent']
870,"[(33, 38, 19), (41, 43, 19), (45, 47, 27), (38, 42, 25), (28, 36, 11), (36, 40, 12), (51, 54, 34), (62, 65, 44), (83, 86, 64), (137, 135, 112)]",['Small/Transparent']
871,"[(40, 43, 24), (33, 38, 19), (39, 43, 15), (30, 37, 11), (45, 48, 28), (69, 82, 63), (55, 58, 38), (78, 90, 71), (115, 130, 104), (99, 111, 86)]",['Small/Transparent']
872,"[(38, 42, 23), (31, 38, 13), (39, 43, 16), (45, 48, 27), (77, 90, 71), (69, 84, 64), (89, 99, 77), (57, 60, 40), (106, 116, 91), (127, 142, 114)]",['Small/Transparent']
873,"[(41, 44, 21), (34, 39, 21), (36, 40, 14), (29, 36, 12), (43, 46, 29), (45, 62, 67), (52, 55, 33), (56, 86, 89), (73, 73, 52), (118, 123, 106)]",['Small/Transparent']
874,"[(42, 45, 26), (34, 39, 21), (39, 43, 17), (30, 37, 12), (49, 52, 33), (66, 85, 75), (79, 100, 89), (61, 71, 54), (108, 129, 113), (150, 192, 157)]",['Small/Transparent']
875,"[(61, 110, 114), (40, 44, 24), (32, 39, 16), (52, 100, 106), (48, 51, 31), (76, 117, 114), (38, 56, 47), (94, 146, 142), (23, 85, 104), (67, 72, 55)]",['cadetblue']
876,"[(42, 45, 26), (35, 39, 21), (40, 43, 17), (31, 37, 12), (49, 52, 32), (197, 212, 167), (63, 65, 44), (81, 83, 60), (176, 195, 151), (132, 140, 106)]",['Small/Transparent']
877,"[(40, 43, 25), (34, 39, 19), (40, 44, 16), (46, 49, 28), (31, 37, 11), (54, 56, 36), (74, 91, 73), (66, 73, 52), (93, 111, 93), (144, 165, 136)]",['Small/Transparent']
878,"[(38, 42, 20), (44, 47, 28), (31, 38, 13), (52, 57, 39), (58, 77, 72), (70, 89, 80), (61, 92, 99), (90, 107, 95), (117, 141, 122), (151, 191, 158)]",['Small/Transparent']
879,"[(44, 47, 27), (37, 41, 22), (32, 38, 13), (42, 45, 17), (52, 55, 33), (70, 70, 47), (115, 117, 91), (157, 160, 121), (231, 219, 165), (157, 102, 50)]",['sienna']
880,"[(36, 41, 21), (43, 46, 21), (42, 45, 28), (30, 37, 13), (49, 52, 31), (38, 42, 14), (57, 62, 41), (60, 79, 65), (127, 154, 126), (101, 116, 97)]",['Small/Transparent']
881,"[(37, 41, 22), (44, 47, 22), (38, 42, 15), (31, 37, 13), (44, 47, 30), (52, 55, 33), (44, 67, 70), (73, 93, 82), (66, 70, 47), (127, 132, 108)]",['Small/Transparent']
882,"[(42, 45, 26), (36, 40, 20), (41, 45, 17), (32, 38, 12), (48, 51, 30), (56, 60, 40), (61, 83, 69), (120, 143, 119), (93, 113, 96), (144, 174, 138)]",['Small/Transparent']
883,"[(39, 42, 24), (34, 39, 19), (39, 42, 15), (44, 47, 22), (46, 49, 30), (30, 36, 11), (54, 57, 35), (73, 94, 78), (66, 73, 54), (130, 132, 110)]",['Small/Transparent']
884,"[(40, 43, 25), (34, 39, 19), (40, 43, 16), (45, 48, 24), (31, 37, 11), (48, 51, 33), (59, 62, 40), (51, 74, 74), (72, 90, 77), (135, 132, 111)]",['Small/Transparent']
885,"[(37, 41, 22), (43, 46, 22), (38, 42, 14), (43, 46, 29), (30, 37, 13), (50, 53, 32), (63, 65, 42), (49, 74, 73), (67, 90, 84), (131, 131, 110)]",['Small/Transparent']
886,"[(36, 40, 21), (43, 46, 21), (42, 45, 28), (30, 37, 13), (38, 42, 14), (49, 52, 30), (60, 62, 39), (45, 69, 67), (72, 87, 70), (134, 132, 109)]",['Small/Transparent']
887,"[(37, 41, 22), (44, 48, 29), (43, 46, 20), (33, 38, 13), (54, 57, 36), (60, 76, 64), (60, 85, 85), (85, 100, 83), (116, 129, 109), (161, 205, 164)]",['Small/Transparent']
888,"[(44, 46, 22), (37, 41, 22), (43, 46, 29), (38, 42, 14), (31, 37, 13), (50, 53, 32), (61, 65, 43), (63, 82, 72), (84, 103, 86), (134, 139, 113)]",['Small/Transparent']
889,"[(45, 47, 27), (37, 41, 22), (32, 38, 13), (42, 45, 18), (53, 55, 34), (68, 68, 46), (178, 193, 147), (154, 167, 124), (131, 138, 104), (103, 105, 78)]",['Small/Transparent']
890,"[(39, 43, 20), (44, 47, 27), (32, 38, 14), (52, 55, 34), (68, 70, 48), (181, 196, 152), (198, 213, 167), (162, 176, 133), (135, 144, 109), (96, 101, 73)]",['Small/Transparent']
891,"[(42, 45, 26), (36, 40, 20), (47, 50, 29), (42, 46, 17), (32, 38, 12), (54, 58, 37), (75, 91, 75), (67, 74, 51), (98, 113, 91), (153, 166, 128)]",['Small/Transparent']
892,"[(40, 43, 24), (34, 39, 19), (39, 43, 15), (46, 49, 30), (45, 48, 22), (30, 37, 11), (54, 57, 35), (67, 74, 53), (78, 98, 81), (125, 135, 112)]",['Small/Transparent']
893,"[(39, 43, 21), (46, 48, 28), (32, 38, 14), (34, 55, 62), (41, 63, 69), (37, 45, 37), (57, 59, 38), (68, 85, 78), (26, 74, 111), (95, 111, 100)]",['Small/Transparent']
894,"[(44, 47, 24), (37, 41, 22), (31, 37, 13), (40, 43, 15), (51, 53, 32), (40, 46, 35), (42, 68, 75), (60, 88, 87), (65, 67, 45), (129, 136, 114)]",['Small/Transparent']
895,"[(36, 41, 23), (43, 46, 22), (38, 42, 15), (43, 47, 29), (31, 37, 13), (51, 54, 33), (48, 70, 68), (65, 67, 44), (67, 91, 82), (133, 135, 112)]",['Small/Transparent']
896,"[(40, 43, 25), (45, 48, 27), (35, 39, 19), (41, 44, 17), (31, 37, 11), (52, 55, 35), (62, 69, 49), (86, 105, 87), (64, 84, 77), (129, 138, 113)]",['Small/Transparent']
897,"[(43, 46, 23), (36, 40, 21), (31, 37, 13), (39, 43, 15), (49, 52, 31), (39, 44, 31), (37, 65, 73), (63, 65, 43), (67, 94, 90), (134, 135, 113)]",['Small/Transparent']
898,"[(38, 42, 20), (45, 48, 26), (32, 38, 13), (43, 62, 65), (51, 69, 70), (39, 46, 37), (56, 58, 36), (70, 90, 83), (20, 75, 107), (106, 118, 103)]",['Small/Transparent']
899,"[(39, 43, 21), (45, 48, 27), (33, 38, 13), (39, 61, 66), (38, 46, 38), (57, 59, 37), (56, 76, 73), (78, 99, 88), (21, 73, 107), (129, 135, 115)]",['Small/Transparent']
900,"[(37, 41, 18), (42, 46, 25), (31, 37, 12), (48, 51, 32), (39, 60, 66), (57, 64, 47), (46, 70, 74), (73, 97, 95), (24, 78, 110), (137, 137, 114)]",['Small/Transparent']
901,"[(39, 43, 21), (33, 38, 14), (46, 49, 28), (36, 57, 65), (37, 45, 36), (43, 66, 71), (59, 61, 38), (21, 74, 110), (61, 88, 88), (128, 128, 112)]",['Small/Transparent']
902,"[(40, 44, 23), (34, 39, 15), (46, 50, 31), (71, 106, 111), (47, 61, 49), (35, 111, 134), (88, 118, 117), (44, 90, 103), (70, 72, 49), (121, 150, 127)]",['teal']
903,"[(42, 45, 26), (36, 40, 20), (41, 45, 17), (32, 37, 12), (48, 51, 30), (39, 60, 65), (61, 63, 39), (59, 80, 77), (27, 79, 109), (133, 132, 108)]",['Small/Transparent']
904,"[(42, 45, 24), (37, 41, 18), (47, 50, 31), (32, 37, 12), (37, 59, 66), (47, 69, 73), (61, 63, 39), (74, 92, 81), (26, 77, 112), (131, 132, 112)]",['Small/Transparent']
905,"[(40, 43, 21), (33, 39, 14), (46, 49, 28), (36, 58, 65), (46, 67, 71), (36, 45, 39), (59, 61, 38), (71, 88, 78), (24, 73, 110), (103, 113, 94)]",['Small/Transparent']
906,"[(37, 41, 18), (42, 45, 24), (31, 37, 12), (47, 50, 32), (43, 61, 70), (50, 69, 77), (61, 63, 40), (66, 88, 90), (28, 69, 108), (135, 134, 113)]",['Small/Transparent']
907,"[(42, 45, 24), (35, 40, 20), (47, 50, 29), (31, 37, 11), (40, 44, 15), (66, 80, 61), (73, 86, 67), (57, 59, 38), (95, 106, 82), (129, 145, 115)]",['Small/Transparent']
908,"[(39, 43, 20), (45, 48, 27), (33, 38, 13), (39, 61, 67), (57, 59, 37), (38, 45, 40), (59, 78, 74), (23, 72, 110), (81, 101, 90), (138, 139, 118)]",['Small/Transparent']
909,"[(39, 42, 23), (34, 39, 18), (44, 47, 22), (44, 47, 29), (39, 43, 14), (30, 37, 11), (51, 54, 32), (65, 66, 43), (75, 92, 79), (139, 137, 115)]",['Small/Transparent']
910,"[(43, 46, 25), (36, 40, 21), (31, 37, 12), (45, 63, 66), (40, 43, 15), (47, 51, 32), (61, 62, 39), (73, 91, 83), (37, 87, 114), (135, 133, 114)]",['Small/Transparent']
911,"[(39, 43, 20), (32, 38, 13), (46, 49, 26), (39, 62, 69), (40, 45, 34), (57, 60, 38), (60, 80, 76), (79, 100, 91), (23, 74, 110), (140, 138, 116)]",['Small/Transparent']
912,"[(43, 46, 25), (36, 40, 20), (67, 81, 62), (31, 37, 12), (40, 44, 15), (48, 51, 31), (59, 61, 40), (85, 94, 74), (110, 125, 96), (142, 157, 124)]",['Small/Transparent']
913,"[(42, 45, 24), (35, 39, 20), (47, 50, 29), (40, 44, 15), (31, 37, 11), (65, 78, 59), (70, 82, 64), (57, 59, 38), (134, 146, 114), (98, 107, 83)]",['Small/Transparent']
914,"[(43, 46, 25), (36, 40, 22), (40, 43, 16), (32, 38, 13), (51, 54, 33), (38, 46, 36), (37, 66, 73), (56, 89, 91), (69, 70, 48), (125, 132, 110)]",['Small/Transparent']
915,"[(36, 40, 22), (43, 46, 22), (43, 46, 29), (38, 42, 15), (31, 37, 13), (50, 53, 32), (64, 65, 43), (71, 92, 81), (52, 74, 69), (137, 141, 118)]",['Small/Transparent']
916,"[(44, 47, 29), (36, 41, 22), (42, 45, 19), (33, 38, 13), (71, 116, 116), (53, 56, 34), (62, 107, 107), (39, 60, 52), (95, 147, 142), (72, 75, 54)]",['cadetblue']
917,"[(39, 42, 20), (43, 46, 27), (33, 38, 14), (63, 109, 110), (51, 54, 33), (39, 59, 51), (80, 120, 115), (95, 148, 143), (70, 72, 49), (36, 89, 100)]",['cadetblue']
918,"[(43, 47, 28), (36, 41, 22), (42, 45, 18), (33, 38, 13), (65, 111, 112), (52, 55, 34), (38, 58, 52), (93, 143, 140), (46, 96, 103), (71, 73, 50)]",['Small/Transparent']
919,"[(39, 57, 66), (44, 47, 25), (35, 40, 17), (45, 62, 71), (32, 50, 60), (35, 44, 37), (56, 58, 37), (26, 66, 110), (66, 86, 86), (133, 135, 120)]",['Small/Transparent']
920,"[(37, 41, 22), (43, 46, 21), (44, 47, 29), (37, 41, 15), (31, 37, 13), (51, 54, 33), (64, 69, 47), (55, 76, 69), (73, 92, 79), (136, 137, 115)]",['Small/Transparent']
921,"[(41, 45, 22), (33, 38, 14), (50, 53, 33), (217, 236, 188), (63, 65, 44), (146, 147, 111), (121, 125, 96), (171, 171, 128), (176, 201, 171), (52, 88, 153)]","['darkkhaki', 'darkslateblue']"
922,"[(36, 40, 21), (43, 46, 22), (38, 42, 14), (31, 37, 13), (42, 45, 29), (50, 53, 31), (63, 65, 42), (69, 94, 86), (55, 75, 71), (138, 138, 114)]",['Small/Transparent']
923,"[(35, 40, 20), (42, 45, 21), (30, 36, 12), (38, 42, 13), (41, 44, 28), (47, 50, 30), (58, 60, 38), (57, 75, 67), (68, 93, 85), (137, 136, 114)]",['Small/Transparent']
924,"[(37, 41, 23), (43, 46, 22), (38, 42, 15), (31, 37, 13), (44, 47, 30), (52, 55, 34), (68, 69, 45), (68, 93, 85), (52, 73, 69), (138, 136, 113)]",['Small/Transparent']
925,"[(36, 40, 21), (42, 45, 21), (42, 45, 28), (37, 41, 14), (30, 36, 12), (49, 52, 31), (62, 64, 41), (47, 74, 75), (76, 92, 78), (138, 137, 114)]",['Small/Transparent']
926,"[(42, 45, 24), (35, 40, 21), (31, 37, 12), (39, 42, 15), (47, 50, 31), (47, 65, 67), (61, 62, 39), (66, 84, 79), (109, 132, 113), (35, 76, 107)]",['Small/Transparent']
927,"[(41, 44, 25), (35, 39, 19), (41, 44, 16), (31, 37, 11), (47, 50, 30), (38, 58, 65), (59, 62, 39), (68, 85, 76), (27, 73, 111), (130, 135, 111)]",['Small/Transparent']
928,"[(34, 62, 74), (44, 48, 31), (34, 41, 21), (40, 71, 82), (44, 58, 51), (28, 43, 37), (60, 85, 85), (19, 76, 109), (112, 129, 111), (58, 113, 139)]",['steelblue']
929,"[(38, 41, 19), (44, 46, 25), (32, 37, 12), (198, 49, 3), (52, 54, 32), (63, 34, 11), (74, 72, 48), (141, 5, 2), (151, 64, 8), (134, 127, 103)]","['firebrick', 'darkred', 'saddlebrown']"
930,"[(41, 43, 22), (34, 38, 14), (49, 49, 29), (183, 49, 3), (66, 36, 14), (154, 56, 10), (188, 84, 26), (75, 71, 48), (135, 9, 4), (177, 123, 89)]","['firebrick', 'maroon', 'saddlebrown', 'chocolate', 'darkred', 'peru']"
931,"[(42, 43, 22), (35, 39, 15), (51, 51, 30), (183, 48, 3), (64, 34, 12), (185, 80, 21), (147, 57, 10), (140, 9, 4), (79, 75, 51), (184, 135, 100)]","['firebrick', 'sienna', 'saddlebrown', 'darkred', 'peru']"
932,"[(42, 45, 25), (36, 40, 21), (31, 37, 12), (40, 43, 16), (48, 50, 30), (58, 60, 38), (194, 207, 160), (80, 82, 57), (164, 182, 129), (123, 129, 95)]",['Small/Transparent']
933,"[(40, 42, 21), (33, 38, 14), (46, 48, 28), (62, 37, 13), (189, 50, 3), (63, 63, 40), (158, 5, 2), (146, 62, 10), (110, 8, 4), (120, 117, 95)]","['firebrick', 'darkred', 'saddlebrown', 'maroon']"
934,"[(243, 253, 203), (230, 245, 195), (217, 232, 185), (48, 67, 149), (50, 53, 33), (185, 212, 185), (157, 180, 168), (138, 144, 120), (93, 135, 163), (98, 100, 79)]","['lightgoldenrodyellow', 'lightgoldenrodyellow', 'darkslateblue', 'cadetblue']"
935,"[(35, 39, 19), (42, 45, 20), (46, 48, 28), (39, 42, 26), (30, 36, 12), (37, 42, 13), (54, 56, 35), (70, 73, 50), (93, 101, 76), (132, 134, 108)]",['Small/Transparent']
936,"[(42, 45, 25), (35, 39, 21), (31, 37, 12), (39, 43, 15), (48, 51, 31), (60, 62, 40), (219, 237, 188), (128, 125, 90), (155, 155, 116), (85, 85, 62)]",['Small/Transparent']
937,"[(44, 47, 27), (37, 41, 22), (31, 37, 13), (40, 43, 16), (54, 57, 35), (194, 209, 162), (79, 80, 56), (169, 189, 134), (127, 130, 101), (147, 188, 78)]",['yellowgreen']
938,"[(40, 42, 20), (46, 47, 27), (33, 38, 14), (226, 112, 3), (60, 57, 34), (208, 107, 4), (77, 42, 10), (159, 68, 6), (199, 148, 85), (91, 90, 68)]","['chocolate', 'chocolate', 'maroon', 'saddlebrown', 'peru']"
939,"[(38, 41, 17), (46, 47, 26), (224, 109, 2), (212, 102, 2), (64, 59, 34), (77, 42, 9), (155, 64, 6), (182, 115, 26), (191, 146, 88), (107, 105, 74)]","['chocolate', 'chocolate', 'maroon', 'saddlebrown', 'darkgoldenrod', 'peru']"
940,"[(40, 43, 24), (34, 39, 19), (45, 48, 27), (40, 44, 16), (31, 37, 11), (52, 55, 34), (66, 68, 45), (202, 217, 169), (89, 90, 68), (141, 146, 115)]",['Small/Transparent']
941,"[(37, 41, 23), (43, 46, 21), (37, 41, 15), (44, 47, 29), (30, 37, 13), (53, 56, 34), (60, 81, 72), (65, 71, 50), (76, 98, 85), (137, 138, 116)]",['Small/Transparent']
942,"[(40, 43, 25), (35, 39, 19), (45, 48, 28), (40, 44, 16), (31, 37, 11), (52, 55, 35), (66, 87, 79), (67, 69, 47), (87, 108, 94), (124, 137, 115)]",['Small/Transparent']
943,"[(43, 46, 23), (38, 42, 16), (36, 41, 24), (31, 37, 13), (45, 49, 32), (58, 60, 38), (45, 66, 66), (57, 89, 91), (80, 85, 64), (134, 135, 113)]",['Small/Transparent']
944,"[(36, 40, 21), (42, 45, 21), (42, 45, 28), (38, 42, 14), (30, 37, 13), (49, 52, 31), (61, 65, 44), (63, 81, 69), (75, 99, 89), (142, 140, 117)]",['Small/Transparent']
945,"[(43, 45, 22), (36, 40, 22), (38, 42, 15), (43, 47, 30), (31, 37, 13), (52, 55, 33), (49, 71, 71), (78, 97, 80), (66, 70, 46), (134, 138, 113)]",['Small/Transparent']
946,"[(43, 45, 23), (38, 42, 16), (36, 40, 24), (31, 37, 13), (46, 50, 31), (60, 62, 39), (44, 65, 64), (44, 80, 89), (75, 90, 76), (141, 139, 115)]",['Small/Transparent']
947,"[(36, 40, 22), (42, 45, 21), (37, 41, 14), (44, 46, 29), (30, 37, 13), (51, 54, 33), (66, 67, 44), (58, 80, 75), (86, 99, 81), (144, 142, 119)]",['Small/Transparent']
948,"[(40, 43, 19), (32, 38, 14), (45, 48, 28), (36, 41, 26), (44, 63, 67), (36, 54, 59), (58, 60, 38), (75, 90, 79), (24, 77, 108), (128, 130, 107)]",['Small/Transparent']
949,"[(40, 43, 19), (32, 38, 14), (45, 48, 28), (36, 41, 26), (43, 61, 66), (35, 53, 58), (58, 60, 38), (72, 87, 76), (23, 73, 107), (135, 133, 112)]",['Small/Transparent']
950,"[(40, 43, 19), (32, 38, 14), (46, 48, 28), (37, 41, 27), (44, 62, 66), (35, 53, 59), (59, 61, 39), (72, 87, 77), (22, 73, 108), (137, 135, 113)]",['Small/Transparent']
951,"[(40, 43, 18), (32, 38, 14), (45, 47, 28), (36, 41, 25), (43, 61, 65), (35, 52, 57), (58, 60, 38), (73, 86, 76), (22, 72, 106), (133, 132, 111)]",['Small/Transparent']
952,"[(40, 43, 24), (34, 39, 19), (45, 48, 27), (40, 44, 16), (31, 37, 11), (52, 55, 35), (85, 96, 74), (99, 114, 90), (65, 67, 46), (113, 127, 102)]",['Small/Transparent']
