ID,Color ID,Colors
271,"[(43, 45, 24), (35, 39, 18), (30, 36, 10), (40, 43, 15), (53, 54, 32), (252, 254, 202), (118, 117, 87), (75, 75, 50), (210, 221, 169), (165, 162, 123)]","['lemonchiffon', 'darkkhaki']"
272,"[(43, 45, 24), (30, 36, 10), (35, 39, 19), (40, 43, 14), (52, 54, 32), (252, 254, 203), (118, 118, 88), (74, 74, 50), (213, 226, 171), (166, 166, 126)]","['lemonchiffon', 'darkkhaki']"
273,"[(41, 44, 22), (34, 38, 18), (29, 35, 10), (38, 42, 12), (47, 49, 28), (60, 61, 38), (252, 254, 204), (111, 112, 84), (151, 143, 110), (201, 218, 167)]",['lemonchiffon']
274,"[(40, 43, 20), (33, 38, 18), (28, 35, 10), (36, 40, 11), (45, 47, 26), (55, 59, 35), (168, 202, 158), (71, 98, 64), (56, 132, 79), (125, 131, 104)]",['Small/Transparent']
275,"[(42, 45, 23), (34, 39, 19), (28, 35, 10), (37, 41, 12), (50, 54, 32), (133, 189, 135), (73, 94, 67), (110, 173, 121), (95, 126, 92), (211, 193, 170)]",['Small/Transparent']
276,"[(40, 43, 20), (33, 38, 17), (28, 35, 9), (36, 41, 11), (44, 48, 26), (53, 60, 38), (121, 183, 129), (81, 106, 77), (100, 139, 101), (211, 194, 168)]",['Small/Transparent']
277,"[(32, 37, 16), (38, 42, 14), (28, 35, 9), (44, 46, 23), (37, 41, 25), (45, 69, 76), (57, 57, 33), (21, 60, 86), (73, 96, 93), (197, 181, 158)]",['Small/Transparent']
278,"[(35, 39, 15), (28, 35, 10), (42, 44, 21), (46, 68, 78), (36, 41, 29), (38, 60, 72), (55, 54, 31), (20, 58, 93), (77, 96, 92), (198, 182, 160)]",['Small/Transparent']
279,"[(33, 38, 18), (29, 35, 9), (39, 42, 15), (42, 44, 25), (46, 69, 79), (38, 59, 71), (56, 55, 30), (20, 57, 92), (73, 93, 92), (197, 181, 158)]",['Small/Transparent']
280,"[(40, 42, 20), (32, 37, 17), (28, 35, 9), (36, 40, 11), (45, 47, 25), (54, 58, 34), (69, 87, 57), (168, 201, 157), (57, 126, 78), (122, 127, 101)]",['Small/Transparent']
281,"[(37, 41, 17), (30, 36, 11), (44, 47, 25), (171, 210, 163), (162, 201, 158), (52, 65, 41), (34, 152, 94), (39, 71, 135), (123, 166, 149), (88, 134, 105)]",['darkslateblue']
282,"[(38, 41, 18), (30, 36, 11), (45, 48, 26), (170, 211, 164), (161, 201, 158), (54, 66, 39), (48, 164, 92), (40, 72, 133), (112, 162, 137), (88, 108, 76)]","['darkslateblue', 'cadetblue']"
283,"[(37, 40, 20), (31, 36, 15), (35, 40, 11), (27, 34, 8), (44, 46, 25), (41, 44, 16), (63, 88, 55), (54, 56, 32), (96, 113, 71), (193, 183, 157)]",['Small/Transparent']
284,"[(38, 41, 20), (31, 37, 15), (44, 46, 23), (28, 34, 8), (37, 41, 11), (65, 91, 58), (53, 56, 32), (99, 114, 73), (71, 113, 73), (198, 185, 161)]",['Small/Transparent']
285,"[(39, 42, 19), (32, 37, 16), (28, 34, 9), (36, 41, 11), (44, 46, 24), (63, 94, 61), (72, 101, 68), (54, 57, 33), (98, 118, 77), (202, 187, 164)]",['Small/Transparent']
286,"[(34, 39, 15), (40, 42, 20), (28, 35, 9), (46, 47, 27), (63, 67, 58), (71, 76, 67), (53, 57, 50), (84, 90, 74), (106, 110, 88), (204, 188, 165)]",['Small/Transparent']
287,"[(29, 35, 9), (33, 38, 18), (42, 44, 25), (39, 42, 15), (57, 68, 65), (51, 62, 59), (61, 75, 76), (56, 55, 30), (82, 90, 78), (198, 182, 159)]",['Small/Transparent']
288,"[(37, 41, 18), (30, 36, 11), (44, 47, 26), (75, 115, 110), (45, 60, 48), (45, 129, 138), (118, 144, 124), (65, 91, 77), (27, 76, 89), (200, 196, 168)]",['darkcyan']
289,"[(37, 41, 17), (73, 114, 114), (29, 36, 10), (43, 46, 25), (66, 108, 108), (46, 61, 48), (43, 133, 143), (91, 122, 113), (30, 94, 107), (198, 186, 160)]",['darkcyan']
290,"[(36, 40, 17), (60, 57, 47), (29, 36, 11), (43, 44, 24), (65, 62, 51), (54, 52, 41), (80, 77, 59), (54, 63, 74), (97, 91, 69), (200, 183, 161)]",['Small/Transparent']
291,"[(40, 42, 21), (32, 37, 16), (28, 35, 9), (37, 41, 12), (60, 58, 48), (46, 47, 26), (80, 75, 59), (52, 62, 72), (97, 97, 80), (198, 182, 160)]",['Small/Transparent']
292,"[(34, 38, 17), (29, 35, 9), (42, 44, 23), (39, 41, 12), (81, 59, 25), (57, 49, 23), (138, 75, 19), (96, 75, 46), (129, 113, 94), (206, 190, 165)]",['saddlebrown']
293,"[(32, 37, 16), (39, 42, 22), (28, 35, 8), (38, 42, 13), (47, 48, 25), (72, 113, 109), (37, 56, 47), (98, 144, 135), (66, 66, 49), (200, 190, 165)]",['Small/Transparent']
294,"[(37, 40, 17), (29, 36, 10), (44, 46, 24), (74, 107, 110), (49, 59, 47), (65, 98, 102), (56, 119, 140), (100, 131, 122), (236, 242, 185), (191, 195, 154)]",['steelblue']
295,"[(41, 43, 20), (33, 37, 17), (28, 34, 9), (36, 40, 11), (46, 48, 26), (55, 57, 34), (70, 71, 46), (108, 108, 77), (145, 159, 117), (199, 199, 163)]",['Small/Transparent']
296,"[(34, 39, 15), (40, 42, 20), (28, 35, 9), (46, 47, 27), (69, 66, 54), (59, 57, 46), (81, 78, 62), (57, 68, 77), (96, 99, 83), (200, 185, 162)]",['Small/Transparent']
297,"[(41, 43, 21), (34, 38, 18), (28, 35, 10), (37, 41, 12), (49, 51, 29), (84, 122, 113), (57, 71, 55), (74, 144, 143), (219, 228, 178), (128, 144, 122)]",['cadetblue']
298,"[(33, 38, 17), (29, 35, 9), (41, 44, 24), (39, 42, 14), (79, 116, 105), (54, 54, 29), (43, 59, 47), (101, 145, 131), (68, 87, 73), (207, 190, 166)]",['Small/Transparent']
299,"[(40, 42, 20), (33, 37, 17), (28, 35, 9), (37, 41, 12), (46, 48, 26), (46, 57, 42), (73, 109, 100), (46, 70, 72), (99, 125, 110), (201, 187, 162)]",['Small/Transparent']
300,"[(29, 36, 10), (35, 39, 19), (43, 44, 24), (38, 42, 13), (59, 55, 37), (70, 65, 46), (84, 79, 55), (48, 55, 63), (98, 91, 67), (195, 181, 159)]",['Small/Transparent']
301,"[(34, 38, 20), (30, 36, 11), (39, 42, 14), (58, 56, 40), (43, 44, 24), (66, 63, 48), (79, 71, 55), (89, 84, 64), (104, 97, 79), (134, 126, 111)]",['Small/Transparent']
302,"[(34, 38, 17), (27, 34, 9), (41, 43, 24), (34, 39, 10), (41, 43, 16), (69, 65, 53), (50, 50, 28), (88, 89, 78), (58, 68, 81), (196, 181, 159)]",['Small/Transparent']
303,"[(40, 42, 20), (33, 37, 17), (28, 34, 9), (36, 40, 11), (46, 47, 26), (65, 59, 41), (54, 60, 64), (76, 74, 58), (108, 101, 85), (199, 185, 160)]",['Small/Transparent']
304,"[(33, 38, 17), (40, 43, 16), (40, 42, 23), (27, 34, 10), (34, 39, 10), (47, 48, 25), (61, 56, 40), (79, 68, 56), (102, 97, 82), (198, 184, 159)]",['Small/Transparent']
305,"[(40, 42, 20), (33, 37, 17), (28, 35, 9), (36, 40, 11), (46, 47, 26), (64, 58, 40), (53, 59, 64), (76, 73, 58), (103, 97, 82), (199, 184, 160)]",['Small/Transparent']
306,"[(39, 42, 15), (31, 36, 11), (43, 44, 25), (34, 38, 20), (54, 52, 37), (61, 58, 46), (70, 65, 55), (89, 82, 61), (110, 113, 96), (186, 177, 151)]",['Small/Transparent']
307,"[(34, 38, 15), (40, 42, 20), (61, 56, 38), (28, 34, 9), (69, 62, 46), (46, 46, 26), (82, 76, 57), (59, 62, 66), (103, 100, 84), (192, 175, 154)]",['Small/Transparent']
308,"[(36, 40, 16), (29, 35, 10), (42, 44, 22), (37, 64, 70), (54, 54, 30), (32, 44, 38), (18, 73, 106), (68, 95, 89), (96, 127, 113), (176, 181, 156)]",['Small/Transparent']
309,"[(34, 38, 18), (42, 44, 23), (29, 35, 10), (38, 41, 13), (41, 50, 39), (53, 53, 28), (64, 78, 63), (31, 63, 74), (120, 110, 93), (200, 184, 162)]",['Small/Transparent']
310,"[(39, 41, 17), (31, 36, 11), (34, 60, 68), (42, 69, 75), (46, 48, 26), (29, 42, 31), (60, 87, 83), (18, 72, 104), (79, 113, 106), (189, 178, 157)]",['Small/Transparent']
311,"[(34, 38, 19), (43, 45, 23), (29, 35, 10), (38, 41, 13), (43, 71, 73), (34, 45, 36), (63, 93, 86), (57, 56, 33), (16, 75, 98), (189, 173, 153)]",['Small/Transparent']
312,"[(35, 39, 15), (28, 35, 10), (42, 45, 20), (36, 42, 25), (45, 49, 30), (76, 118, 113), (44, 58, 45), (101, 149, 135), (67, 96, 88), (200, 183, 161)]",['Small/Transparent']
313,"[(45, 46, 23), (34, 38, 14), (57, 57, 33), (73, 70, 43), (191, 194, 148), (208, 210, 161), (178, 175, 128), (165, 154, 105), (151, 133, 76), (141, 112, 34)]","['darkkhaki', 'darkkhaki', 'peru', 'sienna']"
314,"[(36, 40, 15), (253, 196, 2), (29, 35, 9), (47, 46, 20), (61, 52, 21), (139, 99, 28), (175, 115, 3), (222, 174, 3), (113, 82, 24), (200, 179, 106)]","['gold', 'saddlebrown', 'darkgoldenrod', 'goldenrod', 'saddlebrown', 'darkkhaki']"
315,"[(43, 45, 22), (36, 39, 13), (55, 57, 33), (72, 71, 44), (180, 192, 154), (199, 207, 165), (126, 122, 86), (146, 144, 108), (163, 171, 133), (111, 99, 58)]",['Small/Transparent']
316,"[(34, 38, 18), (41, 43, 17), (28, 34, 10), (35, 39, 10), (41, 43, 24), (48, 49, 26), (66, 64, 35), (239, 211, 3), (110, 106, 72), (190, 175, 152)]",['gold']
317,"[(36, 39, 19), (30, 36, 10), (44, 46, 23), (39, 42, 13), (61, 59, 29), (183, 176, 63), (181, 173, 26), (98, 83, 11), (104, 109, 67), (189, 173, 153)]","['yellowgreen', 'goldenrod', 'saddlebrown']"
318,"[(35, 39, 15), (41, 43, 21), (29, 35, 10), (49, 49, 25), (68, 59, 28), (130, 113, 64), (166, 131, 50), (238, 175, 2), (199, 146, 5), (193, 177, 155)]","['olivedrab', 'peru', 'orange', 'darkgoldenrod']"
319,"[(33, 38, 18), (40, 43, 17), (41, 43, 24), (28, 34, 10), (34, 39, 10), (50, 50, 28), (60, 59, 47), (77, 75, 61), (100, 107, 88), (192, 176, 155)]",['Small/Transparent']
320,"[(42, 45, 24), (32, 39, 14), (67, 100, 104), (47, 55, 40), (89, 116, 106), (60, 75, 62), (32, 79, 94), (54, 110, 126), (115, 141, 120), (194, 201, 163)]",['Small/Transparent']
321,"[(34, 38, 14), (39, 42, 20), (28, 35, 9), (45, 47, 27), (68, 104, 108), (51, 58, 44), (25, 110, 137), (24, 75, 95), (91, 127, 123), (194, 177, 157)]",['teal']
322,"[(37, 40, 17), (29, 36, 10), (44, 45, 24), (61, 56, 39), (67, 61, 45), (52, 63, 71), (86, 77, 60), (118, 99, 82), (225, 233, 182), (165, 157, 132)]",['rosybrown']
323,"[(58, 59, 50), (29, 36, 10), (43, 45, 25), (34, 38, 20), (64, 63, 54), (38, 41, 14), (54, 55, 46), (75, 72, 62), (87, 87, 71), (189, 172, 153)]",['Small/Transparent']
324,"[(37, 41, 18), (30, 36, 11), (43, 47, 27), (44, 58, 43), (80, 118, 108), (95, 134, 119), (48, 74, 67), (53, 100, 97), (59, 125, 129), (194, 180, 158)]",['Small/Transparent']
325,"[(36, 40, 16), (29, 36, 11), (42, 44, 23), (48, 54, 35), (80, 118, 108), (45, 66, 56), (94, 133, 119), (54, 95, 89), (56, 123, 128), (196, 178, 157)]",['Small/Transparent']
326,"[(41, 43, 21), (33, 38, 18), (28, 35, 10), (37, 41, 12), (47, 49, 28), (52, 62, 46), (84, 122, 113), (79, 141, 133), (63, 89, 80), (194, 177, 155)]",['cadetblue']
327,"[(42, 44, 23), (34, 38, 18), (29, 35, 10), (38, 42, 13), (50, 51, 31), (64, 114, 112), (51, 69, 56), (96, 140, 123), (87, 99, 83), (150, 178, 145)]",['Small/Transparent']
328,"[(35, 39, 15), (41, 43, 22), (29, 35, 10), (48, 51, 30), (75, 120, 115), (45, 62, 51), (96, 141, 128), (64, 90, 77), (38, 108, 117), (182, 180, 156)]",['Small/Transparent']
329,"[(32, 37, 16), (38, 41, 22), (38, 42, 13), (28, 35, 9), (45, 47, 25), (50, 58, 42), (71, 116, 112), (69, 90, 74), (97, 136, 122), (198, 182, 158)]",['Small/Transparent']
330,"[(34, 39, 14), (39, 42, 20), (28, 35, 9), (46, 48, 26), (79, 124, 121), (51, 61, 46), (117, 140, 116), (66, 88, 75), (36, 111, 123), (176, 180, 148)]",['teal']
331,"[(34, 38, 14), (40, 42, 19), (28, 35, 9), (46, 47, 26), (211, 227, 180), (65, 65, 43), (159, 160, 121), (114, 124, 103), (168, 194, 165), (48, 75, 143)]",['darkslateblue']
332,"[(34, 38, 15), (40, 43, 20), (29, 35, 9), (48, 49, 28), (64, 65, 42), (218, 234, 186), (162, 164, 121), (88, 91, 66), (122, 124, 93), (181, 201, 164)]",['darkkhaki']
333,"[(30, 36, 15), (36, 39, 20), (36, 40, 11), (42, 44, 20), (27, 34, 8), (46, 48, 28), (59, 62, 40), (73, 78, 53), (112, 110, 86), (194, 178, 156)]",['Small/Transparent']
334,"[(32, 37, 16), (38, 41, 22), (27, 34, 9), (40, 42, 15), (34, 39, 9), (45, 47, 25), (57, 60, 38), (75, 81, 57), (111, 115, 86), (190, 177, 154)]",['Small/Transparent']
335,"[(41, 43, 20), (33, 38, 18), (28, 35, 10), (36, 40, 11), (46, 47, 26), (57, 59, 37), (71, 74, 51), (96, 99, 72), (143, 162, 118), (186, 202, 155)]",['Small/Transparent']
336,"[(40, 42, 20), (33, 38, 17), (28, 35, 9), (37, 41, 11), (46, 47, 26), (57, 59, 37), (72, 74, 50), (98, 101, 73), (141, 158, 116), (180, 196, 150)]",['Small/Transparent']
337,"[(28, 35, 9), (34, 38, 18), (43, 45, 22), (37, 41, 12), (65, 68, 43), (76, 79, 50), (54, 54, 31), (95, 96, 64), (170, 165, 123), (127, 128, 92)]",['darkkhaki']
338,"[(33, 38, 18), (29, 36, 10), (41, 44, 25), (38, 42, 14), (65, 82, 70), (52, 71, 63), (55, 54, 30), (49, 80, 89), (85, 99, 81), (183, 173, 151)]",['Small/Transparent']
339,"[(34, 39, 19), (28, 35, 10), (42, 44, 20), (36, 40, 12), (40, 45, 30), (63, 96, 87), (49, 76, 72), (56, 57, 34), (82, 111, 102), (184, 174, 152)]",['Small/Transparent']
340,"[(34, 38, 18), (30, 36, 10), (41, 44, 25), (39, 42, 15), (51, 70, 60), (43, 68, 75), (63, 82, 71), (55, 55, 31), (85, 100, 83), (190, 175, 154)]",['Small/Transparent']
341,"[(44, 45, 24), (35, 39, 19), (30, 36, 11), (40, 43, 15), (251, 254, 204), (54, 56, 33), (118, 119, 91), (99, 102, 73), (211, 228, 172), (172, 174, 133)]","['lemonchiffon', 'darkkhaki']"
342,"[(37, 41, 18), (30, 36, 10), (46, 48, 25), (64, 84, 77), (75, 97, 89), (38, 45, 36), (51, 69, 67), (29, 76, 103), (94, 116, 102), (170, 174, 156)]",['Small/Transparent']
343,"[(37, 41, 15), (29, 36, 12), (37, 41, 23), (46, 47, 25), (50, 64, 52), (40, 53, 46), (63, 77, 61), (85, 95, 72), (24, 67, 90), (188, 172, 153)]",['Small/Transparent']
344,"[(42, 44, 23), (29, 36, 10), (35, 39, 19), (38, 42, 13), (209, 225, 180), (50, 51, 28), (67, 63, 43), (104, 101, 75), (142, 143, 111), (175, 189, 147)]",['Small/Transparent']
345,"[(37, 40, 21), (31, 37, 16), (37, 41, 12), (42, 45, 20), (28, 35, 9), (45, 47, 28), (61, 60, 35), (52, 78, 77), (95, 107, 89), (188, 174, 152)]",['Small/Transparent']
346,"[(42, 44, 23), (34, 38, 18), (29, 36, 10), (38, 42, 14), (49, 51, 30), (77, 109, 110), (54, 64, 49), (31, 102, 130), (109, 139, 129), (160, 174, 151)]",['teal']
347,"[(32, 37, 16), (38, 41, 22), (38, 42, 13), (29, 36, 9), (44, 46, 23), (50, 53, 33), (80, 119, 113), (71, 70, 49), (108, 149, 135), (200, 184, 162)]",['Small/Transparent']
348,"[(40, 43, 22), (33, 38, 17), (29, 36, 10), (38, 42, 13), (46, 48, 27), (62, 62, 39), (86, 122, 114), (62, 97, 93), (112, 149, 131), (201, 186, 164)]",['Small/Transparent']
349,"[(39, 44, 21), (32, 38, 13), (53, 101, 72), (42, 97, 66), (64, 108, 77), (42, 58, 35), (38, 144, 98), (91, 126, 90), (55, 128, 89), (187, 176, 152)]",['Small/Transparent']
350,"[(42, 45, 23), (34, 38, 18), (29, 36, 10), (38, 42, 14), (50, 52, 32), (58, 76, 63), (61, 88, 83), (104, 109, 83), (75, 104, 99), (191, 179, 156)]",['Small/Transparent']
351,"[(36, 40, 17), (30, 36, 10), (43, 45, 21), (66, 85, 74), (42, 46, 32), (54, 73, 67), (58, 58, 33), (82, 102, 89), (45, 83, 99), (188, 175, 154)]",['Small/Transparent']
352,"[(39, 41, 22), (33, 37, 16), (45, 47, 25), (39, 42, 13), (29, 36, 9), (54, 55, 33), (245, 252, 195), (120, 122, 91), (76, 75, 50), (186, 189, 146)]",['lemonchiffon']
353,"[(43, 45, 23), (35, 39, 19), (30, 36, 11), (39, 42, 13), (51, 53, 31), (245, 250, 191), (115, 118, 88), (71, 70, 45), (207, 218, 162), (161, 154, 119)]","['lemonchiffon', 'rosybrown']"
354,"[(38, 41, 18), (43, 45, 24), (31, 37, 12), (229, 238, 189), (219, 228, 178), (54, 54, 32), (205, 213, 162), (80, 76, 61), (111, 103, 84), (166, 169, 122)]",['darkkhaki']
355,"[(35, 39, 19), (42, 44, 19), (44, 46, 27), (29, 36, 11), (36, 41, 12), (210, 227, 181), (55, 55, 31), (74, 69, 48), (127, 122, 92), (171, 177, 141)]",['Small/Transparent']
356,"[(36, 40, 20), (30, 37, 11), (45, 47, 25), (39, 42, 14), (210, 227, 182), (56, 56, 34), (82, 77, 56), (227, 241, 193), (116, 115, 88), (164, 170, 135)]",['Small/Transparent']
357,"[(39, 43, 21), (32, 39, 14), (43, 49, 31), (79, 120, 111), (42, 61, 48), (90, 130, 118), (106, 152, 136), (66, 108, 98), (59, 73, 60), (202, 188, 165)]",['Small/Transparent']
358,"[(39, 44, 22), (32, 39, 14), (42, 50, 32), (82, 123, 114), (43, 62, 49), (68, 112, 104), (92, 136, 124), (107, 153, 139), (61, 76, 64), (204, 188, 166)]",['cadetblue']
359,"[(41, 45, 23), (33, 40, 15), (45, 53, 35), (89, 127, 117), (48, 66, 51), (77, 117, 108), (70, 137, 137), (52, 88, 81), (41, 111, 119), (125, 155, 131)]",['cadetblue']
360,"[(41, 44, 22), (34, 39, 19), (30, 36, 10), (38, 42, 13), (47, 49, 28), (56, 62, 42), (87, 123, 109), (60, 88, 79), (112, 146, 124), (203, 187, 164)]",['Small/Transparent']
361,"[(38, 41, 22), (33, 38, 17), (44, 46, 24), (39, 43, 14), (30, 36, 10), (51, 54, 32), (91, 128, 118), (65, 70, 49), (61, 133, 136), (197, 183, 161)]",['steelblue']
362,"[(43, 46, 25), (33, 39, 15), (69, 109, 115), (40, 54, 43), (79, 109, 106), (105, 142, 136), (89, 122, 119), (60, 66, 50), (48, 89, 98), (197, 188, 163)]",['Small/Transparent']
363,"[(43, 48, 28), (34, 40, 17), (86, 115, 110), (48, 59, 44), (71, 104, 105), (102, 129, 114), (63, 120, 133), (64, 82, 69), (36, 86, 102), (196, 182, 161)]",['steelblue']
364,"[(36, 41, 17), (42, 45, 23), (30, 37, 11), (48, 51, 30), (46, 60, 45), (83, 122, 114), (73, 78, 56), (119, 150, 127), (62, 134, 140), (204, 189, 166)]",['steelblue']
365,"[(40, 42, 22), (34, 38, 18), (45, 47, 26), (30, 36, 10), (39, 43, 13), (54, 56, 35), (63, 67, 44), (78, 84, 57), (104, 106, 82), (195, 182, 159)]",['Small/Transparent']
366,"[(35, 39, 19), (41, 43, 25), (42, 45, 18), (36, 41, 11), (29, 36, 11), (47, 49, 28), (60, 60, 37), (76, 89, 66), (97, 127, 99), (195, 182, 159)]",['Small/Transparent']
367,"[(38, 41, 18), (43, 46, 25), (31, 37, 12), (51, 54, 34), (51, 67, 53), (132, 164, 139), (89, 128, 120), (63, 95, 82), (39, 119, 132), (179, 204, 170)]",['teal']
368,"[(42, 45, 23), (35, 40, 20), (30, 37, 11), (39, 43, 14), (48, 50, 30), (86, 127, 119), (56, 64, 45), (111, 158, 141), (84, 93, 76), (204, 189, 165)]",['cadetblue']
369,"[(43, 46, 24), (36, 40, 21), (31, 37, 12), (39, 43, 14), (49, 52, 31), (83, 122, 116), (61, 69, 50), (61, 137, 142), (148, 168, 137), (28, 92, 109)]",['steelblue']
370,"[(38, 41, 18), (43, 46, 25), (31, 37, 12), (82, 124, 117), (51, 53, 31), (44, 61, 49), (60, 107, 104), (71, 74, 52), (96, 151, 141), (150, 182, 153)]",['cadetblue']
371,"[(40, 43, 21), (32, 38, 13), (47, 50, 29), (78, 121, 118), (49, 65, 51), (69, 111, 108), (37, 92, 101), (42, 127, 137), (101, 140, 127), (197, 185, 162)]",['teal']
372,"[(40, 43, 21), (32, 38, 14), (58, 74, 76), (47, 64, 67), (48, 50, 29), (71, 88, 83), (35, 45, 39), (39, 80, 107), (90, 112, 101), (148, 170, 149)]",['Small/Transparent']
373,"[(43, 45, 24), (36, 40, 20), (31, 37, 12), (39, 43, 14), (49, 52, 30), (82, 120, 110), (61, 65, 44), (110, 148, 129), (76, 92, 73), (200, 189, 165)]",['Small/Transparent']
374,"[(42, 45, 23), (35, 39, 20), (31, 37, 11), (39, 43, 14), (47, 50, 29), (61, 63, 40), (82, 127, 123), (119, 155, 137), (95, 95, 76), (207, 192, 168)]",['lightslategray']
375,"[(44, 46, 26), (36, 40, 21), (31, 38, 12), (40, 44, 16), (51, 55, 33), (86, 125, 117), (60, 71, 53), (121, 154, 130), (69, 139, 142), (207, 193, 168)]",['cadetblue']
376,"[(43, 46, 24), (36, 40, 20), (31, 37, 12), (40, 43, 14), (49, 52, 31), (91, 132, 122), (60, 67, 47), (70, 103, 94), (127, 164, 139), (205, 193, 170)]",['Small/Transparent']
377,"[(44, 46, 25), (37, 40, 21), (31, 37, 12), (40, 43, 15), (51, 55, 33), (83, 126, 121), (66, 71, 51), (56, 107, 108), (102, 150, 141), (202, 188, 165)]",['cadetblue']
378,"[(43, 46, 25), (35, 40, 20), (31, 37, 11), (40, 44, 15), (50, 53, 31), (85, 126, 120), (61, 68, 49), (35, 102, 115), (74, 146, 147), (160, 171, 144)]",['cadetblue']
379,"[(36, 40, 20), (43, 45, 20), (43, 45, 27), (37, 42, 13), (30, 36, 12), (50, 52, 30), (62, 64, 42), (90, 128, 118), (83, 90, 72), (196, 184, 159)]",['Small/Transparent']
380,"[(35, 39, 18), (40, 43, 24), (46, 48, 27), (41, 44, 15), (31, 37, 10), (54, 58, 36), (87, 127, 117), (71, 76, 56), (112, 155, 137), (189, 201, 170)]",['lightslategray']
381,"[(43, 46, 25), (36, 40, 20), (31, 37, 12), (40, 44, 15), (50, 53, 31), (92, 132, 122), (62, 68, 46), (95, 155, 146), (88, 97, 78), (198, 184, 161)]",['cadetblue']
382,"[(43, 46, 25), (36, 40, 20), (31, 37, 12), (40, 44, 15), (50, 52, 31), (60, 66, 45), (82, 125, 119), (88, 97, 74), (128, 152, 125), (204, 191, 166)]",['Small/Transparent']
383,"[(38, 41, 18), (43, 46, 24), (31, 38, 12), (49, 53, 32), (85, 127, 121), (57, 66, 48), (74, 95, 80), (33, 107, 120), (129, 161, 139), (193, 215, 180)]","['teal', 'lightslategray']"
384,"[(41, 44, 21), (34, 39, 14), (111, 159, 54), (114, 157, 71), (48, 52, 28), (104, 151, 40), (65, 73, 36), (136, 173, 86), (105, 115, 59), (207, 189, 168)]","['olivedrab', 'olivedrab', 'olivedrab', 'yellowgreen']"
385,"[(43, 46, 23), (34, 39, 14), (231, 241, 188), (54, 56, 34), (69, 72, 48), (217, 228, 177), (200, 210, 161), (178, 186, 140), (154, 158, 119), (130, 131, 96)]",['Small/Transparent']
386,"[(118, 136, 110), (109, 127, 103), (42, 46, 22), (33, 39, 14), (198, 200, 143), (52, 54, 32), (176, 185, 136), (67, 70, 48), (150, 162, 121), (87, 109, 81)]",['darkkhaki']
387,"[(42, 44, 23), (35, 39, 19), (31, 37, 11), (40, 43, 14), (48, 49, 27), (200, 59, 4), (65, 63, 39), (144, 9, 2), (131, 106, 79), (199, 184, 158)]","['firebrick', 'darkred']"
388,"[(41, 44, 24), (35, 39, 19), (41, 44, 15), (31, 37, 11), (48, 49, 28), (65, 62, 38), (195, 22, 4), (120, 113, 87), (187, 94, 47), (192, 174, 140)]","['firebrick', 'sienna']"
389,"[(34, 39, 14), (43, 45, 23), (197, 22, 4), (61, 55, 31), (197, 60, 15), (65, 19, 5), (188, 151, 111), (139, 9, 4), (189, 107, 60), (123, 113, 77)]","['firebrick', 'firebrick', 'maroon', 'darkkhaki', 'darkred', 'peru']"
390,"[(43, 45, 23), (35, 40, 15), (52, 54, 32), (238, 251, 198), (221, 236, 183), (69, 71, 46), (196, 215, 152), (164, 168, 126), (125, 126, 94), (162, 210, 84)]","['lightgoldenrodyellow', 'yellowgreen']"
391,"[(44, 46, 22), (52, 53, 31), (34, 39, 13), (65, 65, 42), (211, 218, 173), (191, 199, 156), (172, 177, 135), (86, 83, 51), (154, 150, 108), (141, 126, 75)]",['Small/Transparent']
392,"[(44, 46, 26), (36, 40, 20), (32, 38, 11), (41, 44, 17), (200, 210, 164), (54, 56, 34), (76, 76, 51), (184, 193, 148), (219, 228, 178), (128, 131, 99)]",['Small/Transparent']
393,"[(38, 42, 19), (44, 46, 25), (32, 38, 12), (203, 213, 166), (52, 54, 32), (68, 69, 46), (189, 198, 152), (243, 250, 200), (152, 157, 122), (109, 112, 84)]",['lightgoldenrodyellow']
394,"[(39, 43, 20), (45, 48, 27), (33, 38, 13), (201, 212, 167), (55, 57, 35), (189, 200, 154), (73, 73, 50), (240, 248, 198), (158, 166, 128), (112, 118, 87)]",['lightgoldenrodyellow']
395,"[(39, 42, 19), (45, 47, 26), (32, 38, 13), (54, 57, 35), (72, 75, 50), (199, 211, 164), (179, 190, 144), (106, 112, 82), (149, 156, 117), (243, 249, 197)]",['lemonchiffon']
396,"[(39, 42, 19), (45, 47, 26), (32, 38, 13), (54, 57, 35), (70, 72, 48), (203, 217, 170), (186, 200, 154), (147, 156, 121), (103, 109, 81), (245, 251, 202)]",['lightgoldenrodyellow']
397,"[(39, 42, 19), (45, 47, 26), (32, 38, 13), (55, 58, 35), (240, 253, 198), (75, 79, 53), (207, 232, 162), (171, 189, 128), (119, 126, 95), (124, 203, 29)]","['lightgoldenrodyellow', 'darkkhaki', 'yellowgreen']"
398,"[(38, 42, 19), (43, 46, 25), (33, 38, 13), (142, 158, 122), (149, 169, 134), (51, 54, 33), (133, 150, 113), (67, 71, 47), (84, 91, 66), (170, 183, 139)]",['Small/Transparent']
399,"[(42, 45, 24), (35, 39, 20), (39, 43, 15), (31, 37, 11), (76, 96, 94), (48, 51, 33), (66, 66, 42), (40, 87, 110), (102, 119, 103), (201, 186, 164)]",['Small/Transparent']
400,"[(43, 45, 25), (36, 40, 21), (31, 38, 12), (40, 43, 16), (71, 92, 91), (46, 52, 36), (62, 82, 81), (84, 104, 98), (66, 66, 41), (194, 180, 159)]",['Small/Transparent']
