Filename,MaxFeret,MinFeret,SolidArea
66_processed.jpeg,inf,inf,inf
670_processed.jpeg,inf,inf,inf
671_processed.jpeg,inf,inf,inf
672_processed.jpeg,inf,inf,inf
673_processed.jpeg,inf,inf,inf
674_processed.jpeg,inf,inf,inf
675_processed.jpeg,inf,inf,inf
676_processed.jpeg,inf,inf,inf
677_processed.jpeg,inf,inf,inf
678_processed.jpeg,inf,inf,inf
679_processed.jpeg,inf,inf,inf
67_processed.jpeg,inf,inf,inf
680_processed.jpeg,inf,inf,inf
681_processed.jpeg,inf,inf,inf
682_processed.jpeg,inf,inf,inf
683_processed.jpeg,inf,inf,inf
684_processed.jpeg,inf,inf,inf
685_processed.jpeg,inf,inf,inf
686_processed.jpeg,inf,inf,inf
687_processed.jpeg,inf,inf,inf
688_processed.jpeg,inf,inf,inf
689_processed.jpeg,inf,inf,inf
690_processed.jpeg,inf,inf,inf
691_processed.jpeg,inf,inf,inf
692_processed.jpeg,inf,inf,inf
693_processed.jpeg,inf,inf,inf
694_processed.jpeg,inf,inf,inf
695_processed.jpeg,inf,inf,inf
696_processed.jpeg,inf,inf,inf
697_processed.jpeg,inf,inf,inf
698_processed.jpeg,inf,inf,inf
699_processed.jpeg,inf,inf,inf
69_processed.jpeg,inf,inf,inf
6_processed.jpeg,inf,inf,inf
700_processed.jpeg,inf,inf,inf
701_processed.jpeg,inf,inf,inf
702_processed.jpeg,inf,inf,inf
703_processed.jpeg,inf,inf,inf
704_processed.jpeg,inf,inf,inf
705_processed.jpeg,inf,inf,inf
706_processed.jpeg,inf,inf,inf
707_processed.jpeg,inf,inf,inf
708_processed.jpeg,inf,inf,inf
709_processed.jpeg,inf,inf,inf
70_processed.jpeg,inf,inf,inf
710_processed.jpeg,inf,inf,inf
711_processed.jpeg,inf,inf,inf
712_processed.jpeg,inf,inf,inf
713_processed.jpeg,inf,inf,inf
714_processed.jpeg,inf,inf,inf
715_processed.jpeg,inf,inf,inf
716_processed.jpeg,inf,inf,inf
717_processed.jpeg,inf,inf,inf
718_processed.jpeg,inf,inf,inf
719_processed.jpeg,inf,inf,inf
71_processed.jpeg,inf,inf,inf
720_processed.jpeg,inf,inf,inf
721_processed.jpeg,inf,inf,inf
722_processed.jpeg,inf,inf,inf
723_processed.jpeg,inf,inf,inf
724_processed.jpeg,inf,inf,inf
725_processed.jpeg,inf,inf,inf
726_processed.jpeg,inf,inf,inf
727_processed.jpeg,inf,inf,inf
728_processed.jpeg,inf,inf,inf
729_processed.jpeg,inf,inf,inf
72_processed.jpeg,inf,inf,inf
730_processed.jpeg,inf,inf,inf
731_processed.jpeg,inf,inf,inf
733_processed.jpeg,inf,inf,inf
734_processed.jpeg,inf,inf,inf
735_processed.jpeg,inf,inf,inf
736_processed.jpeg,inf,inf,inf
737_processed.jpeg,inf,inf,inf
738_processed.jpeg,inf,inf,inf
739_processed.jpeg,inf,inf,inf
73_processed.jpeg,inf,inf,inf
740_processed.jpeg,inf,inf,inf
741_processed.jpeg,inf,inf,inf
742_processed.jpeg,inf,inf,inf
743_processed.jpeg,inf,inf,inf
744_processed.jpeg,inf,inf,inf
745_processed.jpeg,inf,inf,inf
746_processed.jpeg,inf,inf,inf
747_processed.jpeg,inf,inf,inf
748_processed.jpeg,inf,inf,inf
749_processed.jpeg,inf,inf,inf
74_processed.jpeg,inf,inf,inf
750_processed.jpeg,inf,inf,inf
751_processed.jpeg,inf,inf,inf
752_processed.jpeg,inf,inf,inf
753_processed.jpeg,inf,inf,inf
754_processed.jpeg,inf,inf,inf
755_processed.jpeg,inf,inf,inf
756_processed.jpeg,inf,inf,inf
757_processed.jpeg,inf,inf,inf
758_processed.jpeg,inf,inf,inf
759_processed.jpeg,inf,inf,inf
75_processed.jpeg,inf,inf,inf
760_processed.jpeg,inf,inf,inf
761_processed.jpeg,inf,inf,inf
762_processed.jpeg,inf,inf,inf
763_processed.jpeg,inf,inf,inf
764_processed.jpeg,inf,inf,inf
765_processed.jpeg,inf,inf,inf
766_processed.jpeg,inf,inf,inf
767_processed.jpeg,inf,inf,inf
768_processed.jpeg,inf,inf,inf
769_processed.jpeg,inf,inf,inf
76_processed.jpeg,inf,inf,inf
770_processed.jpeg,inf,inf,inf
771_processed.jpeg,inf,inf,inf
772_processed.jpeg,inf,inf,inf
773_processed.jpeg,inf,inf,inf
774_processed.jpeg,inf,inf,inf
775_processed.jpeg,inf,inf,inf
776_processed.jpeg,inf,inf,inf
777_processed.jpeg,inf,inf,inf
778_processed.jpeg,inf,inf,inf
779_processed.jpeg,inf,inf,inf
77_processed.jpeg,inf,inf,inf
780_processed.jpeg,inf,inf,inf
781_processed.jpeg,inf,inf,inf
782_processed.jpeg,inf,inf,inf
783_processed.jpeg,inf,inf,inf
784_processed.jpeg,inf,inf,inf
785_processed.jpeg,inf,inf,inf
786_processed.jpeg,inf,inf,inf
787_processed.jpeg,inf,inf,inf
788_processed.jpeg,inf,inf,inf
789_processed.jpeg,inf,inf,inf
78_processed.jpeg,inf,inf,inf
790_processed.jpeg,inf,inf,inf
791_processed.jpeg,inf,inf,inf
792_processed.jpeg,inf,inf,inf
793_processed.jpeg,inf,inf,inf
794_processed.jpeg,inf,inf,inf
795_processed.jpeg,inf,inf,inf
796_processed.jpeg,inf,inf,inf
797_processed.jpeg,inf,inf,inf
798_processed.jpeg,inf,inf,inf
799_processed.jpeg,inf,inf,inf
79_processed.jpeg,inf,inf,inf
7_processed.jpeg,inf,inf,inf
800_processed.jpeg,inf,inf,inf
801_processed.jpeg,inf,inf,inf
802_processed.jpeg,inf,inf,inf
803_processed.jpeg,inf,inf,inf
804_processed.jpeg,inf,inf,inf
805_processed.jpeg,inf,inf,inf
806_processed.jpeg,inf,inf,inf
807_processed.jpeg,inf,inf,inf
808_processed.jpeg,inf,inf,inf
809_processed.jpeg,inf,inf,inf
80_processed.jpeg,inf,inf,inf
810_processed.jpeg,inf,inf,inf
811_processed.jpeg,inf,inf,inf
812_processed.jpeg,inf,inf,inf
813_processed.jpeg,inf,inf,inf
814_processed.jpeg,inf,inf,inf
815_processed.jpeg,inf,inf,inf
816_processed.jpeg,inf,inf,inf
817_processed.jpeg,inf,inf,inf
818_processed.jpeg,inf,inf,inf
819_processed.jpeg,inf,inf,inf
81_processed.jpeg,inf,inf,inf
820_processed.jpeg,inf,inf,inf
821_processed.jpeg,inf,inf,inf
822_processed.jpeg,inf,inf,inf
823_processed.jpeg,inf,inf,inf
824_processed.jpeg,inf,inf,inf
825_processed.jpeg,inf,inf,inf
826_processed.jpeg,inf,inf,inf
827_processed.jpeg,inf,inf,inf
828_processed.jpeg,inf,inf,inf
829_processed.jpeg,inf,inf,inf
82_processed.jpeg,inf,inf,inf
830_processed.jpeg,inf,inf,inf
831_processed.jpeg,inf,inf,inf
832_processed.jpeg,inf,inf,inf
833_processed.jpeg,inf,inf,inf
834_processed.jpeg,inf,inf,inf
835_processed.jpeg,inf,inf,inf
836_processed.jpeg,inf,inf,inf
837_processed.jpeg,inf,inf,inf
838_processed.jpeg,inf,inf,inf
839_processed.jpeg,inf,inf,inf
83_processed.jpeg,inf,inf,inf
840_processed.jpeg,inf,inf,inf
841_processed.jpeg,inf,inf,inf
842_processed.jpeg,inf,inf,inf
843_processed.jpeg,inf,inf,inf
844_processed.jpeg,inf,inf,inf
845_processed.jpeg,inf,inf,inf
846_processed.jpeg,inf,inf,inf
847_processed.jpeg,inf,inf,inf
848_processed.jpeg,inf,inf,inf
849_processed.jpeg,inf,inf,inf
84_processed.jpeg,inf,inf,inf
850_processed.jpeg,inf,inf,inf
851_processed.jpeg,inf,inf,inf
852_processed.jpeg,inf,inf,inf
853_processed.jpeg,inf,inf,inf
854_processed.jpeg,inf,inf,inf
855_processed.jpeg,inf,inf,inf
856_processed.jpeg,inf,inf,inf
857_processed.jpeg,inf,inf,inf
858_processed.jpeg,inf,inf,inf
859_processed.jpeg,inf,inf,inf
85_processed.jpeg,inf,inf,inf
860_processed.jpeg,inf,inf,inf
861_processed.jpeg,inf,inf,inf
862_processed.jpeg,inf,inf,inf
863_processed.jpeg,inf,inf,inf
864_processed.jpeg,inf,inf,inf
865_processed.jpeg,inf,inf,inf
866_processed.jpeg,inf,inf,inf
867_processed.jpeg,inf,inf,inf
868_processed.jpeg,inf,inf,inf
869_processed.jpeg,inf,inf,inf
86_processed.jpeg,inf,inf,inf
870_processed.jpeg,inf,inf,inf
871_processed.jpeg,inf,inf,inf
872_processed.jpeg,inf,inf,inf
873_processed.jpeg,inf,inf,inf
874_processed.jpeg,inf,inf,inf
875_processed.jpeg,inf,inf,inf
876_processed.jpeg,inf,inf,inf
877_processed.jpeg,inf,inf,inf
878_processed.jpeg,inf,inf,inf
879_processed.jpeg,inf,inf,inf
87_processed.jpeg,inf,inf,inf
880_processed.jpeg,inf,inf,inf
881_processed.jpeg,inf,inf,inf
882_processed.jpeg,inf,inf,inf
883_processed.jpeg,inf,inf,inf
884_processed.jpeg,inf,inf,inf
885_processed.jpeg,inf,inf,inf
886_processed.jpeg,inf,inf,inf
887_processed.jpeg,inf,inf,inf
888_processed.jpeg,inf,inf,inf
889_processed.jpeg,inf,inf,inf
88_processed.jpeg,inf,inf,inf
890_processed.jpeg,inf,inf,inf
891_processed.jpeg,inf,inf,inf
892_processed.jpeg,inf,inf,inf
893_processed.jpeg,inf,inf,inf
894_processed.jpeg,inf,inf,inf
895_processed.jpeg,inf,inf,inf
896_processed.jpeg,inf,inf,inf
897_processed.jpeg,inf,inf,inf
898_processed.jpeg,inf,inf,inf
899_processed.jpeg,inf,inf,inf
89_processed.jpeg,inf,inf,inf
8_processed.jpeg,inf,inf,inf
900_processed.jpeg,inf,inf,inf
901_processed.jpeg,inf,inf,inf
902_processed.jpeg,inf,inf,inf
903_processed.jpeg,inf,inf,inf
904_processed.jpeg,inf,inf,inf
905_processed.jpeg,inf,inf,inf
906_processed.jpeg,inf,inf,inf
907_processed.jpeg,inf,inf,inf
908_processed.jpeg,inf,inf,inf
909_processed.jpeg,inf,inf,inf
90_processed.jpeg,inf,inf,inf
910_processed.jpeg,inf,inf,inf
911_processed.jpeg,inf,inf,inf
912_processed.jpeg,inf,inf,inf
913_processed.jpeg,inf,inf,inf
914_processed.jpeg,inf,inf,inf
915_processed.jpeg,inf,inf,inf
916_processed.jpeg,inf,inf,inf
917_processed.jpeg,inf,inf,inf
918_processed.jpeg,inf,inf,inf
919_processed.jpeg,inf,inf,inf
91_processed.jpeg,inf,inf,inf
920_processed.jpeg,inf,inf,inf
921_processed.jpeg,inf,inf,inf
922_processed.jpeg,inf,inf,inf
923_processed.jpeg,inf,inf,inf
924_processed.jpeg,inf,inf,inf
925_processed.jpeg,inf,inf,inf
926_processed.jpeg,inf,inf,inf
927_processed.jpeg,inf,inf,inf
928_processed.jpeg,inf,inf,inf
929_processed.jpeg,inf,inf,inf
92_processed.jpeg,inf,inf,inf
930_processed.jpeg,inf,inf,inf
931_processed.jpeg,inf,inf,inf
932_processed.jpeg,inf,inf,inf
933_processed.jpeg,inf,inf,inf
934_processed.jpeg,inf,inf,inf
935_processed.jpeg,inf,inf,inf
936_processed.jpeg,inf,inf,inf
937_processed.jpeg,inf,inf,inf
938_processed.jpeg,inf,inf,inf
939_processed.jpeg,inf,inf,inf
93_processed.jpeg,inf,inf,inf
940_processed.jpeg,inf,inf,inf
941_processed.jpeg,inf,inf,inf
942_processed.jpeg,inf,inf,inf
943_processed.jpeg,inf,inf,inf
944_processed.jpeg,inf,inf,inf
945_processed.jpeg,inf,inf,inf
946_processed.jpeg,inf,inf,inf
947_processed.jpeg,inf,inf,inf
948_processed.jpeg,inf,inf,inf
949_processed.jpeg,inf,inf,inf
94_processed.jpeg,inf,inf,inf
950_processed.jpeg,inf,inf,inf
951_processed.jpeg,inf,inf,inf
952_processed.jpeg,inf,inf,inf
953_processed.jpeg,inf,inf,inf
954_processed.jpeg,inf,inf,inf
955_processed.jpeg,inf,inf,inf
956_processed.jpeg,inf,inf,inf
957_processed.jpeg,inf,inf,inf
958_processed.jpeg,inf,inf,inf
959_processed.jpeg,inf,inf,inf
95_processed.jpeg,inf,inf,inf
960_processed.jpeg,inf,inf,inf
961_processed.jpeg,inf,inf,inf
962_processed.jpeg,inf,inf,inf
963_processed.jpeg,inf,inf,inf
964_processed.jpeg,inf,inf,inf
965_processed.jpeg,inf,inf,inf
966_processed.jpeg,inf,inf,inf
967_processed.jpeg,inf,inf,inf
968_processed.jpeg,inf,inf,inf
969_processed.jpeg,inf,inf,inf
96_processed.jpeg,inf,inf,inf
970_processed.jpeg,inf,inf,inf
971_processed.jpeg,inf,inf,inf
972_processed.jpeg,inf,inf,inf
973_processed.jpeg,inf,inf,inf
974_processed.jpeg,inf,inf,inf
975_processed.jpeg,inf,inf,inf
976_processed.jpeg,inf,inf,inf
977_processed.jpeg,inf,inf,inf
978_processed.jpeg,inf,inf,inf
979_processed.jpeg,inf,inf,inf
97_processed.jpeg,inf,inf,inf
980_processed.jpeg,inf,inf,inf
981_processed.jpeg,inf,inf,inf
982_processed.jpeg,inf,inf,inf
983_processed.jpeg,inf,inf,inf
984_processed.jpeg,inf,inf,inf
985_processed.jpeg,inf,inf,inf
986_processed.jpeg,inf,inf,inf
987_processed.jpeg,inf,inf,inf
988_processed.jpeg,inf,inf,inf
989_processed.jpeg,inf,inf,inf
98_processed.jpeg,inf,inf,inf
990_processed.jpeg,inf,inf,inf
991_processed.jpeg,inf,inf,inf
992_processed.jpeg,inf,inf,inf
993_processed.jpeg,inf,inf,inf
994_processed.jpeg,inf,inf,inf
995_processed.jpeg,inf,inf,inf
996_processed.jpeg,inf,inf,inf
997_processed.jpeg,inf,inf,inf
998_processed.jpeg,inf,inf,inf
999_processed.jpeg,inf,inf,inf
99_processed.jpeg,inf,inf,inf
9_processed.jpeg,inf,inf,inf
